,date,favorites,hashtags,query,retweets,tweet,url
108,2020-11-04,197,['[]'],Texas votes,43,"Here is a look at Texas, where an estimated 44 percent of votes have been counted https://t.co/qBB8WMytII",https://twitter.com/twitter/statuses/1323800721481977857
109,2020-10-27,127,['[]'],Texas votes,18,Why the GOP hold on Texas is loosening | Analysis https://t.co/delcVeYEFF https://t.co/sNRugWTNf0,https://twitter.com/twitter/statuses/1321049028155576322
110,2020-11-04,524,['[]'],Texas votes,128,"""Heres the breakdown in Texas, where an estimated 76 percent of votes have been counted. https://t.co/pRIKdIc8TZ https://t.co/9NM2uiJ3PD""",https://twitter.com/twitter/statuses/1323823834844303363
111,2020-10-30,659,['[]'],Texas votes,112,Early voting continues to soar as Texas passes total turnout from 2016 https://t.co/Mzn9oLhtTj,https://twitter.com/twitter/statuses/1322284407768625153
112,2020-11-11,162,['[]'],Texas votes,45,CNN reporters took the Texas Republican to task over his tweet. https://t.co/P1DUcNfQN2,https://twitter.com/twitter/statuses/1326490718609813504
113,2020-11-08,760,['[]'],Texas votes,103,"Democrats who had spent months focusing on how Joe Biden could flip Texas weren’t prepared for President Trump to flip Zapata County, the reliably Democratic and majority-Hispanic stronghold of South Texas. https://t.co/sAdO8sL4Gr",https://twitter.com/twitter/statuses/1325289447966052353
114,2020-10-28,5303,['[]'],Texas votes,573,It could well be that Texas is going to transform politics in America. https://t.co/sMszaFGTfm,https://twitter.com/twitter/statuses/1321595031644491776
115,2020-11-01,31,['[]'],Texas votes,13,"Texas supreme court rejects Republican effort to toss 127,000 drive-thru votes https://t.co/TzJcvTm00H",https://twitter.com/twitter/statuses/1322992632004595714
116,2020-10-29,608,['[]'],Texas votes,92,Texas casts more than 8.4 million votes — 94% of total 2016 vote https://t.co/1GxJtdFY8g https://t.co/1zJP2NQbU0,https://twitter.com/twitter/statuses/1321828901061087232
117,2020-10-31,4511,['[]'],Texas votes,584,"Together, we can turn Texas blue and soundly defeat Trump. \n\nJoin us tomorrow for our virtual town hall, Fighting for Justice in South Texas, featuring @JCisnerosTX. \n\nWatch at 6 pm CT / 7 pm ET at https://t.co/vreIiWfeoS. https://t.co/SyfImsziCl",https://twitter.com/twitter/statuses/1322674513021149189
118,2020-12-06,0,"[""[{'text': 'DonaldTrump', 'indices': [32, 44]}, {'text': 'DiaperDon', 'indices': [45, 55]}, {'text': 'Florida', 'indices': [65, 73]}, {'text': 'Texas', 'indices': [80, 86]}]""]",Texas votes,0,@realDonaldTrump @BreitbartNews #DonaldTrump #DiaperDon recounts #Florida &amp; #Texas,https://twitter.com/twitter/statuses/1335605488671604737
119,2020-11-04,212,"[""[{'text': 'CNNElection', 'indices': [64, 76]}]""]",Texas votes,39,CNN PROJECTION: Donald Trump wins Texas https://t.co/8n221PBMEO #CNNElection https://t.co/v1OkjT9sGO,https://twitter.com/twitter/statuses/1323874579543171072
120,2020-11-07,254403,['[]'],Kamala Harris,62268,Kamala Harris has made history. https://t.co/oaiZpnB1sB https://t.co/lKGNBRFAfA,https://twitter.com/twitter/statuses/1325115145698340864
121,2020-11-08,5245,['[]'],Kamala Harris,333,"As Kamala D. Harris breaks barriers, India celebrates https://t.co/0o0CQ7ZsJl",https://twitter.com/twitter/statuses/1325347001391869953
122,2020-11-02,1850,['[]'],Kamala Harris,149,Kamala Harris could be quietly on the brink of a historic leap https://t.co/DB6PZnN8og,https://twitter.com/twitter/statuses/1323279716825157632
123,2020-11-08,13,['[]'],Kamala Harris,3,The meaning of Kamala Harris: the woman who will break new ground as vice-president https://t.co/vDW7oJFYdF,https://twitter.com/twitter/statuses/1325438832376942592
124,2020-11-08,42,['[]'],Kamala Harris,8,"""Kamala Harris: joy in south India at victory for daughter of our village https://t.co/sHTndDuYla""",https://twitter.com/twitter/statuses/1325438828832841728
125,2020-11-08,606,['[]'],Kamala Harris,49,"""Read Vice President-elect Kamala Harris remarks as prepared for delivery https://t.co/23AaauaZRJ""",https://twitter.com/twitter/statuses/1325385600460083201
126,2020-11-08,4512,['[]'],Kamala Harris,325,"Perspective: Kamala Harris made history with quiet, exquisite power https://t.co/bQFHnz2tcz",https://twitter.com/twitter/statuses/1325290471682273282
127,2020-11-08,833,['[]'],Kamala Harris,109,"""Read Vice President-elect Kamala Harris remarks as prepared for delivery https://t.co/qHcru1wmuT""",https://twitter.com/twitter/statuses/1325263798794641409
128,2020-11-08,771,['[]'],Kamala Harris,114,"Live now: Joe Biden, Kamala Harris to deliver victory speeches https://t.co/Kcmdtvl3AZ",https://twitter.com/twitter/statuses/1325243656660537344
129,2020-11-07,63,['[]'],Kamala Harris,9,Kamala Harris gives America a second family full of firsts https://t.co/j97wBgfWEt,https://twitter.com/twitter/statuses/1325139336367661056
130,2020-11-10,1120,['[]'],Kamala Harris,103,Perspective: Kamala Harris shows women can thrive in politics doing things their own way https://t.co/pAaU16Ql07,https://twitter.com/twitter/statuses/1326301145791336453
131,2020-11-10,436,['[]'],Kamala Harris,55,11th grade girls talked about Kamala Harris in history class.\n\nThey have their own expectations for her. https://t.co/ZHrp59MOJW,https://twitter.com/twitter/statuses/1326286405006487553
132,2020-11-10,1116,['[]'],Kamala Harris,129,"""Kamala Harris husband to sever ties with his law firm by Inauguration Day https://t.co/2xohphkXML""",https://twitter.com/twitter/statuses/1326232670225960961
133,2020-11-09,11,['[]'],Kamala Harris,3,A woman of colour as US vice-president: three writers on what Kamala Harris means to them https://t.co/hjUQaTJQtv,https://twitter.com/twitter/statuses/1325710805027975169
134,2020-11-08,29,['[]'],Kamala Harris,10,"""I wont be the last: Kamala Harris accepts her place in history with victory speech https://t.co/gorHLXxEnA""",https://twitter.com/twitter/statuses/1325318373195083776
135,2020-10-30,1441,['[]'],Kamala Harris,225,Perspective: Kamala Harris knows things no vice president has ever known https://t.co/vGpU8EOewr,https://twitter.com/twitter/statuses/1322151792134836226
136,2020-11-10,1,['[]'],Kamala Harris,2,Can Joe Biden and Kamala Harris unite America after Trump – video explainer https://t.co/I30CUb0lTD,https://twitter.com/twitter/statuses/1326214907885461506
137,2020-11-09,685,['[]'],Kamala Harris,45,Joe Biden and Kamala Harris share the spotlight with their families to celebrate victory https://t.co/vCucjXrLQa https://t.co/G85Hnq2luk,https://twitter.com/twitter/statuses/1325927911053008896
138,2020-11-08,2007,['[]'],Kamala Harris,127,Opinion: Kamala Harris invoked joy. Joe Biden asked for reconciliation. Can they get both? https://t.co/LhIJyEQxnW,https://twitter.com/twitter/statuses/1325372400712765441
139,2020-11-07,40,['[]'],Kamala Harris,9,"""We are so proud: San Francisco Bay Area celebrates Kamala Harris, hometown hero https://t.co/NdWNXNUNTi""",https://twitter.com/twitter/statuses/1325188792710533120
140,2020-10-27,24,['[]'],USA elections date,0,"The couple have been dating since 2015 after meeting on the NBC series ""The Voice."" https://t.co/SKDKI9hwPt",https://twitter.com/twitter/statuses/1321198123566436352
141,2020-12-06,2,"[""[{'text': '2020Election', 'indices': [89, 102]}, {'text': 'Election2020', 'indices': [103, 116]}, {'text': 'ElectionFraud', 'indices': [117, 131]}]""]",USA elections date,0,There is so much illegality we will be hearing about court dates through 2026 elections. #2020Election #Election2020 #ElectionFraud,https://twitter.com/twitter/statuses/1335652052056289288
142,2020-12-06,0,['[]'],USA elections date,3,RT @CNBCTV18News: Why is there a long time gap from the date of election to the swearing in of the President?\n\n@latha_venkatesh with some l…,https://twitter.com/twitter/statuses/1335526493536055296
143,2020-12-05,0,['[]'],USA elections date,3,RT @CNBCTV18News: Why is there a long time gap from the date of election to the swearing in of the President?\n\n@latha_venkatesh with some l…,https://twitter.com/twitter/statuses/1335182844247777283
144,2020-12-05,0,['[]'],USA elections date,3,RT @CNBCTV18News: Why is there a long time gap from the date of election to the swearing in of the President?\n\n@latha_venkatesh with some l…,https://twitter.com/twitter/statuses/1335172320936148993
145,2020-11-10,1917,['[]'],USA elections date,824,Georgians have until December 7 to register to vote in Senate runoff and other key dates https://t.co/CpU5j0RNSH https://t.co/ItRRt2Jjer,https://twitter.com/twitter/statuses/1325952081816064002
146,2020-12-05,4,"[""[{'text': 'USElections', 'indices': [144, 156]}]""]",USA elections date,3,Why is there a long time gap from the date of election to the swearing in of the President?\n\n@latha_venkatesh with some lesser known stories of #USElections https://t.co/X2nwEMdLCn,https://twitter.com/twitter/statuses/1335163407259951105
147,2020-12-06,0,['[]'],USA elections date,8,"RT @HenryTContreras: @realDonaldTrump @BrianKempGA Presidential Popular Vote up to date: \n\nAmerica: 81,255,933 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸\n\nRussia: 74…",https://twitter.com/twitter/statuses/1335686724668764163
148,2020-10-31,11,"[""[{'text': 'ElectionDay', 'indices': [105, 117]}]""]",USA elections date,6,A pandemic. Historic unemployment. Mass protests. This year’s election is historic. \n\nStay up to date on #ElectionDay with our interactive map and sign up for alerts https://t.co/L4LcuwAid1,https://twitter.com/twitter/statuses/1322542034557800448
149,2020-10-30,3,"[""[{'text': 'ElectionDay', 'indices': [105, 117]}]""]",USA elections date,0,A pandemic. Historic unemployment. Mass protests. This year’s election is historic. \n\nStay up to date on #ElectionDay with our interactive map and sign up for alerts  https://t.co/rQw8a8GZlB,https://twitter.com/twitter/statuses/1322234659737083905
150,2020-12-05,0,"[""[{'text': 'BidenWasNotElected', 'indices': [88, 107]}, {'text': 'USAElections2020', 'indices': [108, 125]}, {'text': 'realDonaldTrump', 'indices': [126, 142]}]""]",USA elections date,0,"""The machines used in the USA election were not made in USA. Just in case you dont know #BidenWasNotElected #USAElections2020 #realDonaldTrump""",https://twitter.com/twitter/statuses/1335322649434664960
151,2020-10-31,5,['[]'],USA elections date,4,"Iranian hackers accessed voter registration data in one state and attempted to access more in a series of targeted attacks dating back to September, a U.S. government cybersecurity advisory says https://t.co/8aETImrJ3O",https://twitter.com/twitter/statuses/1322378534275395584
152,2020-12-04,0,"[""[{'text': 'USAElections2020', 'indices': [0, 17]}, {'text': 'USA', 'indices': [18, 22]}]""]",USA elections date,0,#USAElections2020 #USA # Not worth it😭😭😭 https://t.co/jSJFluJCMP,https://twitter.com/twitter/statuses/1334682816806711296
153,2020-12-02,0,"[""[{'text': 'election2020', 'indices': [21, 34]}, {'text': 'USAElections2020', 'indices': [35, 52]}, {'text': 'USA', 'indices': [53, 57]}]""]",USA elections date,0,This should be good.\n#election2020 #USAElections2020\n#USA\n\nhttps://t.co/EAyv6PK0fg,https://twitter.com/twitter/statuses/1334216788725284864
154,2020-12-04,0,"[""[{'text': 'TechRules', 'indices': [231, 241]}, {'text': 'USElections', 'indices': [242, 254]}]""]",USA elections date,0,"""Embarrassing! Facebook &amp; Google know the names, address, birth date, gender, SSN of every America, but state election offices dont. @Facebook &amp; @Google even know what you buy, watch, listen and read, where you drive, etc. #TechRules #USElections @realDonaldTrump @JoeBiden""",https://twitter.com/twitter/statuses/1334700790716407810
155,2020-12-05,0,"[""[{'text': 'USA', 'indices': [32, 36]}, {'text': 'USAElections2020', 'indices': [37, 54]}]""]",USA elections date,5,RT @thisbevos: It will be okay. #USA #USAElections2020 https://t.co/HknIzRvB5r,https://twitter.com/twitter/statuses/1335364457271201792
156,2020-12-05,0,"[""[{'text': 'USAElections2020', 'indices': [37, 54]}]""]",USA elections date,0,Sensible leadership the USA needs it #USAElections2020 https://t.co/tReW9Enbqa,https://twitter.com/twitter/statuses/1335329451350036480
157,2020-12-04,1,"[""[{'text': 'USAElections2020', 'indices': [136, 153]}, {'text': 'cricket', 'indices': [154, 162]}, {'text': 'USA', 'indices': [163, 167]}]""]",USA elections date,0,"""The idea of having a USA cricket team is very exciting. I think theyre doing an excellent job recruiting players to improve their game #USAElections2020 #cricket #USA""",https://twitter.com/twitter/statuses/1334835270521417729
158,2020-12-05,1,"[""[{'text': 'DNT', 'indices': [0, 4]}, {'text': 'Bitcoin', 'indices': [74, 82]}, {'text': 'XRP', 'indices': [83, 87]}, {'text': 'KLM', 'indices': [88, 92]}, {'text': 'TRX', 'indices': [93, 97]}, {'text': 'cryptocurrencies', 'indices': [98, 115]}, {'text': 'XRPCommunity', 'indices': [116, 129]}, {'text': 'Binance', 'indices': [130, 138]}, {'text': 'BTC', 'indices': [139, 143]}, {'text': 'altcoins', 'indices': [144, 153]}, {'text': 'Litecoin', 'indices': [154, 163]}, {'text': '4MoreYears', 'indices': [164, 175]}, {'text': 'AmericaFirst', 'indices': [176, 189]}, {'text': 'usa', 'indices': [190, 194]}, {'text': 'USAElections2020', 'indices': [195, 212]}, {'text': 'USA', 'indices': [213, 217]}, {'text': 'TrumpWon', 'indices': [218, 227]}]""]",USA elections date,1,#DNT is currently only $0.05 on @CoinBase and volume is up BIG this week! #Bitcoin #XRP #KLM #TRX #cryptocurrencies #XRPCommunity #Binance #BTC #altcoins #Litecoin #4MoreYears #AmericaFirst #usa #USAElections2020 #USA #TrumpWon https://t.co/tlBzQVz765,https://twitter.com/twitter/statuses/1335027635362000896
159,2020-12-06,0,"[""[{'text': 'USAElections2020', 'indices': [35, 52]}, {'text': 'houseofcards', 'indices': [53, 66]}, {'text': 'usa', 'indices': [67, 71]}]""]",USA elections date,0,House of cards ....Frank Underwood #USAElections2020 #houseofcards #usa https://t.co/UKlYV1K9Zx,https://twitter.com/twitter/statuses/1335683766765891586
160,2020-11-06,0,['[]'],Final recount day,21,RT @business: On potential recounts: An elections official in Georgia yesterday hinted that a recount is possible. \n\nIt can be requested th…,https://twitter.com/twitter/statuses/1324723569394417664
161,2020-11-05,168,['[]'],Final recount day,32,How a Wisconsin recount would work https://t.co/VPDfCsPM1f,https://twitter.com/twitter/statuses/1324156251769589760
162,2020-11-05,103,['[]'],Final recount day,25,"How recounts work in Wisconsin, Georgia and other key states https://t.co/bl1j2Yq5ut",https://twitter.com/twitter/statuses/1324446037226987523
163,2020-11-07,202,['[]'],Final recount day,31,How Katherine Harris became a celebrity during the 2000 recount in Florida https://t.co/KJ4Zx5di5W,https://twitter.com/twitter/statuses/1324961171414380545
164,2020-11-06,4,['[]'],Final recount day,6,Georgia announces recount after presidential race too close to call https://t.co/Zth8llbrrP,https://twitter.com/twitter/statuses/1324823876736602112
165,2020-11-06,429,['[]'],Final recount day,74,Georgia says it plans to recount its votes in the presidential race https://t.co/ya1nwurJ0Q,https://twitter.com/twitter/statuses/1324749572472786945
166,2020-12-06,0,['[]'],Final recount day,4,RT @CarmsHockeyClub: It’s the final day of the quarter finals! \nPlease get voting and sharing for Carms🌟we appreciate all the support we’ve…,https://twitter.com/twitter/statuses/1335659845253533700
167,2020-12-06,0,"[""[{'text': 'DonaldTrump', 'indices': [32, 44]}, {'text': 'DiaperDon', 'indices': [45, 55]}, {'text': 'Florida', 'indices': [65, 73]}, {'text': 'Texas', 'indices': [80, 86]}]""]",Final recount day,0,@realDonaldTrump @BreitbartNews #DonaldTrump #DiaperDon recounts #Florida &amp; #Texas,https://twitter.com/twitter/statuses/1335605488671604737
168,2020-11-09,213,['[]'],Final recount day,42,"McConnell backs Trump’s legal challenges, says system ""will resolve any recounts"" https://t.co/PeXOBG6KxZ",https://twitter.com/twitter/statuses/1325906968377237504
169,2020-11-06,952,['[]'],Final recount day,172,"Georgia’s secretary of state said on Friday that the presidential race in his state was so close that a recount was inevitable. “The final tally in Georgia at this point has huge implications for the entire country."" he said. https://t.co/hhegKsmlDe https://t.co/a5lK588JPL",https://twitter.com/twitter/statuses/1324762266554802178
170,2020-11-09,14,['[]'],Final recount day,8,"""Alex Trebeks final Jeopardy! episode to air on Christmas Day https://t.co/h1M1Zjof0p""",https://twitter.com/twitter/statuses/1325821495378112514
171,2020-10-30,747,['[]'],Final recount day,93,"The Biden campaign will focus on Pennsylvania on Monday, the final day before the election https://t.co/YJfukMXSUl",https://twitter.com/twitter/statuses/1322311850273497088
172,2020-10-30,617,['[]'],Final recount day,86,"The Biden campaign will focus on Pennsylvania on Monday, the final day before the election https://t.co/vyCrBjJFFc",https://twitter.com/twitter/statuses/1322177467663208451
173,2020-12-02,1,"[""[{'text': 'USAElections2020', 'indices': [120, 137]}]""]",Final recount day,0,"71% OF BALLOTS CANNOT BE RECOUNTED!!! This woman is AMAZING!!! What a star, this is patriotism and INTEGRITY right here.#USAElections2020  https://t.co/LSPVUHDT7n",https://twitter.com/twitter/statuses/1334114738373079043
174,2020-11-06,15,"[""[{'text': 'Election2020', 'indices': [78, 91]}]""]",Final recount day,6,"""Trump supporters protest outside of Detroits TCF Center, demanding a recount #Election2020 https://t.co/WbzUXuaep4 https://t.co/lwgBnG3UE9""",https://twitter.com/twitter/statuses/1324731977585561601
175,2020-11-04,6,['[]'],Final recount day,3,Pennsylvania Secretary of the Commonwealth Kathy Boockvar says she doesn’t think a recount in the state is inevitable https://t.co/z1jWYY4H3B,https://twitter.com/twitter/statuses/1324067643922489344
176,2020-12-04,0,"[""[{'text': 'trump', 'indices': [42, 48]}, {'text': 'USElections', 'indices': [56, 68]}, {'text': 'ImACeleb', 'indices': [93, 102]}, {'text': 'ImACelebFinal', 'indices': [106, 120]}, {'text': 'ImACelebrity', 'indices': [121, 134]}]""]",Final recount day,0,I still think @realshanerichie won!\n\nLike #trump in the #USElections I call for a recount on #ImACeleb 😂\n\n#ImACelebFinal #ImACelebrity,https://twitter.com/twitter/statuses/1334986820711559169
177,2020-11-11,205,['[]'],Final recount day,60,LATEST: Georgia announces an audit of presidential election results that will trigger a full hand recount in the state https://t.co/hEItDlDgh9,https://twitter.com/twitter/statuses/1326556969239502849
178,2020-11-07,0,['[]'],Final recount day,78,"RT @plmrry: Biden’s lead in Pennsylvania is now 0.51%, surpassing the margin needed for an automatic recount\n\nhttps://t.co/Ba2WebjTmq https…",https://twitter.com/twitter/statuses/1325166964860358656
179,2020-11-04,373,['[]'],Final recount day,68,"Trump campaign says it will ask for recount in Wisconsin, where Biden leads by about 20,000 votes in unofficial results https://t.co/1pL0m7C4az",https://twitter.com/twitter/statuses/1324052601000861702
180,2020-10-27,42,['[]'],How to boil water,10,Scientists have confirmed for the first time the presence of water on the moon’s sunlit surface. https://t.co/I69lECei6S,https://twitter.com/twitter/statuses/1320932957058682881
181,2020-11-03,166,['[]'],How to boil water,25,"Cruising won’t resume in U.S. waters until 2021, with lines renewing a voluntary suspension https://t.co/hMLRGdxyQ5",https://twitter.com/twitter/statuses/1323752612991246338
182,2020-11-02,2,['[]'],How to boil water,7,People of color more likely to live without piped water in richest US cities https://t.co/3eFMtnXTER,https://twitter.com/twitter/statuses/1323381657798430725
183,2020-11-10,2,['[]'],How to boil water,0,Pond to pin: Jon Rahm hits amazing water shot at Masters practice – video https://t.co/SjcD0YSQAW,https://twitter.com/twitter/statuses/1326284107480002569
184,2020-11-04,219,['[]'],How to boil water,87,"Burst water pipe in Atlanta’s State Farm Arena delayed the counting of several thousand absentee ballots, officials say https://t.co/bPOrnLJjnM",https://twitter.com/twitter/statuses/1323805499284951040
185,2020-10-30,298,['[]'],How to boil water,83,"Top Senate Democrats are calling on electricity, water and telecommunications giants to voluntarily halt all utility shutoffs for the duration of the coronavirus pandemic https://t.co/CqtK0NP08D",https://twitter.com/twitter/statuses/1322212514034311169
186,2020-11-08,11,['[]'],How to boil water,4,"Riot police with water cannons moved on Sunday to disperse protesters outside the central elections commission building in Georgia’s capital, Tbilisi https://t.co/5I5md9IAUM",https://twitter.com/twitter/statuses/1325557722742448129
187,2020-11-05,2080,['[]'],How to boil water,348,“I am literally looking inside the whale’s mouth.” Two friends kayaking in California were tossed into the water by a surfacing humpback whale. (They are fine.) https://t.co/ZVQT6bdsX4 https://t.co/RHKOznjkyZ,https://twitter.com/twitter/statuses/1324479136753242112
188,2020-10-30,15,['[]'],How to boil water,8,"The CDC says it will lift a ban on cruises in U.S. waters, even as government scientists warn that ships remain vulnerable to deadly Covid-19 outbreaks https://t.co/cOWdLmPTjL",https://twitter.com/twitter/statuses/1322314981103251456
189,2020-11-09,3319,['[]'],How to boil water,387,"Meet the dumbo octopus 🐙 just one of the creatures revealed by the Schmidt Ocean Institute during an exploration of the dark, uncharted waters more than a mile below the surface in the Coral Sea off Australia’s east coast https://t.co/78Se8Bq0f3 https://t.co/MVZCjbQML8",https://twitter.com/twitter/statuses/1325732385757990913
190,2020-12-06,0,"[""[{'text': 'Vote', 'indices': [11, 16]}, {'text': 'BidenHarris', 'indices': [45, 57]}, {'text': 'FireTrump', 'indices': [78, 88]}, {'text': 'INDIGENOUS', 'indices': [219, 230]}, {'text': 'BlackLivesMatter', 'indices': [231, 248]}, {'text': 'Children', 'indices': [249, 258]}]""]",How to boil water,0,"We did not #Vote for @JoeBiden @KamalaHarris #BidenHarris ~ We were Voting to #FireTrump and we did ~ \nHealthcare, Cannabis, Housing for all Americans, clean Water to drink, Education, we will have to keep fighting for #INDIGENOUS #BlackLivesMatter #Children @DNC does not care https://t.co/QEUdo6YyxR",https://twitter.com/twitter/statuses/1335680037471793153
191,2020-10-27,1038,['[]'],How to boil water,613,"Special report: During Trump’s term, millions of government and GOP dollars have flowed to his properties.\n\nFor instance, Mar-a-Lago charged the government $3 apiece for glasses of water for Trump and the Japanese leader. https://t.co/bhdEbgEpXp",https://twitter.com/twitter/statuses/1321138590290685954
192,2020-11-09,218,['[]'],How to boil water,40,"In July, Pfizer and BioNTech initiated a late-stage clinical trial on a coronavirus vaccine. Half of the people got the vaccine, while the other half got a placebo of salt water. https://t.co/bNMMyyO1Ri https://t.co/dgC9rsnmsT",https://twitter.com/twitter/statuses/1325918000910888961
193,2020-11-03,4197,['[]'],How to boil water,357,"""It was 30 years ago that Bernie and I and Maxine Waters, Lane Evans, Ron Dellums and Tom Adams founded the Progressive Caucus. There were six of us. Six. Now it’s the second largest caucus in the House.” –@DeFazio4Oregon https://t.co/bpTjhHt33U",https://twitter.com/twitter/statuses/1323466078358556673
194,2020-12-06,0,"[""[{'text': 'DonaldTrump', 'indices': [63, 75]}, {'text': 'COVID19', 'indices': [118, 126]}, {'text': 'DiaperDonald', 'indices': [150, 163]}, {'text': 'GriftOfTheMAGA', 'indices': [256, 271]}]""]",How to boil water,0,"""@FrankLuntz @RBGInitiative Exactly. \n\nHCQ seems so long ago. \n\n#DonaldTrump says he took that stuff, yet he STILL got #COVID19, so, yet ANOTHER thing #DiaperDonald has tried to push thats proven to be BS, and people STILL believe him.... \n\nIf he told his #GriftOfTheMAGA crowd he could walk on water....""",https://twitter.com/twitter/statuses/1335623996314775552
